at,score,content
2024-11-21 20:07:18,2,"habis update ke v5.13.2 malah sering Hung dan keluar sendiri, nyusahin buat transaksi, hadeuh 🤦 android udah versi 13 dan memory masih banyak padahal... kayaknya emang ini di *Sengaja* ya supaya customer bernmigrasi ke Wonder ? 🤦"
2024-11-21 20:06:43,1,Habis di update jadi suka ngebug keluar2 sendiri Tolong perbaiki secepatnya
2024-11-21 19:59:19,1,"Gara-gara wonder nih mbanking jadi gak bisa d pake , profesional lah masa gini...kasih tau sebaik-baik nya jangan asal ngasih aplikasi gak jelas gini .. lagian mbanking udah nyaman, ngapain harus ada wonder sih heran"
2024-11-21 19:53:57,2,"Sering force close sendiri, padahal memory sama versi android udah memenuhi standar. Tolong dong perbaiki, soalnya kalau orang awam pasti ngiranya kena hack"
2024-11-21 19:46:33,3,Kenapa bisa keluar sendiri kalau kita mau transfer atau lagi pilih2. Tolong di perbaiki
2024-11-21 19:45:23,1,Setelah di update ke versi 5.13.2 aplikasi sering tiba-tiba keluar sendiri saat transaksi bahkan saat mau login kembali Versi OS ponsel saya memenuhi syarat minumum Dan penyimpanan ponsel saya tidak dalam keadaan penuh Tolong perbaiki
2024-11-21 19:28:35,1,"Ini aplikasih tolong di benarin,,masak sekelas BNi èmbengking nya gak jls"
2024-11-21 19:25:49,3,"Ini kenapa aplikasinya keluar sendiri waktu mau login ganti device. Sudah berhasil daftar tp waktu mau TF masih keluar sendiri. Memory sangat2 cukup, android terbaru, sudah hapus cache juga, tolong di perbaiki lagi ya"
2024-11-21 18:59:45,1,"berhari2 eror, udah ribet, eror, bikin malu dan gagal transaksi"
2024-11-21 18:34:58,5,Aduh ada apa nih sama BNI? gagal terus download aplikasinya????
2024-11-21 18:34:23,1,Ada bug nyaa sering keluar sendiri ketika akan transfer dan keterangan nya terdapat bug pada aplikasi bni mobile banking. Dan hampir semua review di bulan 11 mengeluhkan hal yg sama. Ayoo rame2 berikan bintang 1 sampai aplikasi diperbaiki.
2024-11-21 18:22:19,1,"aplikasi selalu keluar sendiri, lagi penting2nya mau transaksi ga bisa gara2 aplikasi keluar sendiri. Mohon perbaiki"
2024-11-21 18:18:22,1,"Aplikasi mulai sering crash , keluar aplikasi sendiri ,tolong di perbaiki"
2024-11-21 18:12:32,1,"Aplikasi error, keluar sendiri sampai sekarang gak bisa buka."
2024-11-21 18:09:13,1,Meskipun udh clear chace dan hapus dan instal kembali tetap sama Masi sering keluar sendiri. Force close. Tolong develop nya becus dikit buat. Setingkat bank. Aplikasi sering keluar sendiri
2024-11-21 18:07:19,4,"Akhir2 ini sering tiba tiba keluar pas transaksi knapa ini min,adduuuhhhh.....????"
2024-11-21 18:06:45,1,"Aplikasinya bug, sering keluar sendiri"
2024-11-21 18:01:48,1,bugbug terus keluar tiba tiba
2024-11-21 17:59:22,1,"tolong segera di perbaiki dong, capek bgt klo mau transaksi close terus, payaaaahhhhh"
2024-11-21 17:50:05,1,Kenapa sejak update terakhir jd ngebug setiap akan transaksi terkahir tiba2 log out sendiri. Padahal kemarin2 tdk seperti ini. Tolong diperbaiki sy gk bs transfer pdhl penting. Diinstall ulang mlh log out2 trs. Versi android jg sdh mumpuni
2024-11-21 17:49:29,1,"Setelah update versi terakhir malah sering force close. Sudah hampir sebulan sy force close terus. Pernah ke CS katanya suruh ganti HP...HP sy nggak jadul jadul banget ya, Note 10+ tahun 2020an"
2024-11-21 17:45:09,1,Bug parah!
2024-11-21 17:45:05,2,"Tolong di perbaiki.. masa mau transaksi transfer, tiba tiba keluar sendiri aplikasinya"
2024-11-21 17:37:41,2,Nggak bisa log in karena bug tiba tiba close
2024-11-21 17:35:58,4,Dikit2 hrus update
2024-11-21 17:35:13,1,sering keluar sendiri wktu mau tf
2024-11-21 17:25:10,2,Hallo bni Kapan ini mau di betulin aplikasinya. Tiap kali mau transaksi selalu close terus ini. Sudah berhari hari seperti ini terus
2024-11-21 16:28:10,1,Aplikasi ga jelas suka keluar sendiri
2024-11-21 16:24:37,2,"Ini kenapa lagi transaksi transfer tiba2 aplikasi keluar sendiri biasanya ga seperti itu,kok ngerasa jadi ga aman ya nyimpen duit"
2024-11-21 16:22:45,5,"Appl 8ni bener2 sangat membantu kami sebagai nasabah BNI. Kita bisa transaksi apa saja tentang keuangan. Benar2 permudah di genggaman tangan... Sekarang mulai agak error. Jika di buka dan di pakai transaksi suka stop sendiri, padahal transaksi belum selesai. Kenapa bisa begini ya BNI?"
2024-11-21 16:00:23,4,skrg kok sering tiba² kluar sndiri aplikasi'y saat transaksi...
2024-11-21 15:55:02,1,"kebanyakan eror, suka keluar dari aplikasi sendiri setiap mau transfer, pas mau login juga sama langsung terkeluar dari aplikasi sendirinya dan hal ini bener"" buat risih bgt"
2024-11-21 15:43:40,5,Kenapa aplikasi nya sering close sendiri
2024-11-21 15:38:23,5,Ko saya ga bisa aktivasi ya keluar lg dan keluar terus ??
2024-11-21 15:22:36,1,sering force close tiap melakukan transaksi. apa ini akal²an bni biar pindah ke apk baru bni wondr ?? hahaha
2024-11-21 14:50:15,1,Jelek banget aplikasinya. Sering banget tiba2 keluar waktu bertransaksi.
2024-11-21 14:32:59,1,"Bug keluar sendiri, justru ini beli hp baru, poco m6 pro tapi malah aplikasinya eror."
2024-11-21 14:32:14,1,Maaf jadi turun krna Sering force closed stelah transfer Mohon maaf sbelumnya untuk dilanjutkan: - BNI Mobilel sudah android V13 (terbaru) - Memory lega bisa buat parkir mobil/motor - Clear cache dibilang hampir tiap hari - Uninstall n instal udah ga ke hitung - Hp tidak pernah di otak Atik pure original android - Maaf untuk isi pulsa takut percuma masih belum bisa dan malah tersedot cukup no tetap aktif n internet pinjam tetring HP yg 1 nya (Testing pakai Wondr untuk sementara waktu)🙄 Tks
2024-11-21 14:31:09,1,"Aplikasi ga jelas mau transfer/transaksi tibatiba langsung keluar aja, aplikasi gagal bank bangkrut ya kek gini nih gabisa memperbaiki bug gabisa memperbaiki komplen dari semua orang, keluhan sebanyak itu bukanya dieprbaiki malah didiemin kocak"
2024-11-21 14:28:52,5,Sudah kembali normal 👍
2024-11-21 14:16:54,5,cepat dn mudah untuk dipahami... pokoknya ga nyesel pakek BNI mobile banking. semoga kedepannya semakin maju
2024-11-21 14:06:25,2,"Tolong perbaiki bugnya, suka tiba2 keluar sendiri, masa sekelas bank bni aplikasi kayak aplikasi kacangan gini, sangat menyusahkan"
2024-11-21 14:04:15,4,"Tolong dong bug nya di perbaiki, tiap kali dibuka sllu keluar otomatis. Tiap kali mw transfer sllu kluar aplikasi dgn sendirinya"
2024-11-21 14:00:59,1,"Saya mau buat rekening baru, Apknya keluar terusss ,"
2024-11-21 13:55:05,1,Kacau force close terus TRX mesti kejar2an
2024-11-21 13:54:26,1,"Benci banget sama mobile banking BNI kenapa setelah di update malah suka banget keluar sendiri sih, Bukan nya nambah baik, bagus setelah di update! Ini nambah parah banget!!"
2024-11-21 13:51:58,2,Aplikasi kok asal dipakai close sendiri
2024-11-21 13:34:10,1,Semenjak ada PopUp Wonder Apliaksi ini sering force stop! Berhenti tiba2 Harus pakai RAM berapa Udah versi 5.13.2 Udah clear cache juga Masih di pake ga ini appsnya? PopUp wondernya spam bgt Ngalangin menu jd harus beberapa step ke menu urama gara harus clos dulu notif
2024-11-21 13:31:17,1,Ayo guys beralih ke BRIMO. BNI MOBILE SERING ERROR BUG
2024-11-21 13:26:18,1,"Ini bni mobile banking keterlaluan, saldo saya sampai 100 ribu di potong sebulan,gak ada otak nya BNI Serakah banget"
2024-11-21 13:15:12,2,kenapa saya tidak bisa membuka Apk BNI mobile banking nya setelah saya mencoba masuk tiba2 langsung keluar sendiri?? tolong diperbaiki supaya bisa digunakan kembali..soalnya BNI mbil banking sangat penting
2024-11-21 13:14:38,2,"Kenapa sekarang aplikasinya sangat tidak membantu,tidak sampai 10 detik keluar dari apk 😡😡😡"
2024-11-21 13:13:50,1,closing mulu!!!!!;;
2024-11-21 13:09:59,1,Sering close sendiri aplikasinya. Pdhl mau mulai transaksi. perbaiki dong. Gimana sih Bank BUMN kok payah banget aplikasinya
2024-11-21 12:49:19,1,"Ini mau transfer nge bug mulu, lagi penting gini jadi ribet BNI"
2024-11-21 12:39:26,2,"Aplikasi ga bisa dipakai.. Mau transaksi keluar sendiri... Dihapus, download ulang sama.."
2024-11-21 12:37:57,1,"Knp hr ini, login & msk menu trus keluar sendiri. Padahal mau transaksi. Waduh, mengecewakan sekali."
2024-11-21 12:29:06,1,Tolong ini saya ingin bertransaksi dari kemarin kemarin tidak bisa! Gimana ya? Apa saya harus ke BANKnya langsung untuk menanyakan hal ini!?
2024-11-21 12:24:05,4,"Ini kira2 knp ya, mau TF tiba tiba langsung keluar sendiri"
2024-11-21 12:12:55,5,Kenapa Aplikasi Mobile Bangking BNI sy selalu keluar di saat mau transaksi???
2024-11-21 12:08:13,3,"Tolong ya pihak BNI, gk ada masalah sama kualitas Hp kami, yang ada aplikasinya bug terus, keluar sendiri tanpa alasan, jangan selalu memberi jawaban yang sama soal kualitas Hp"
2024-11-21 11:59:05,1,"segerakan update lanjutan min, karena update yang sekarang tiap mau transfer aplikasi sering force close, hp masih bawaan pabrik ga root/jailbreak, udah pake aplikasi alternatif wondr by bni ada limit transaksinya. segerakan update terbaru. edit : versi android 12, versi bni 5.13.2. tks -Pengguna BNI Mobile-"
2024-11-21 11:58:43,1,Sering ngebugh pas mau login karena ke uninstal..tolong di perbaiki
2024-11-21 11:52:52,4,"Min ko apk bni sering close melulu ya.. Udah saya hapus data dan memori, udah di instal ulang juga... Ko masih sering close terus ya...? Solusi donk min..."
2024-11-21 11:46:56,4,"Ada maslah di mbeking.keluar sendiri dam dapat masala di bug,mohon arhanya dan solusinya,supaya cepat normal kembali"
2024-11-21 11:41:56,2,"Aplikasi nya kenapa ya, keluar terus. Belum sempet transaksi keluar2 terus. Tolong diperbaiki dong yaa"
2024-11-21 11:40:44,1,Sumpah ngeselin bgt skrg jd eror gini sih sering kluar app sndri pas mau transaksi 😤
2024-11-21 11:24:25,1,Waktu mau transfer selalu keluar dari aplikasi. Tulisannya aplikasi mengalami macet.
2024-11-21 11:22:47,1,"Babi emang ini aplikasi,di restar,hapus cache ulang dari awal tetap aja Ngebug dan keluar sendiri sampai salah kirim karena saking kesel cept2 ngeklik bangsaaaat emang BNI ni. Bilang hp gw di root? Hp saya baru 1blan beli dan gak mungkin root..brengaeeeeek"
2024-11-21 11:21:55,3,"Dulu bagus tapi skrg gara² bug baru dibuka mental balik lagi. Udah tanya cs trus dikasih video utk aktivasi ulang tapi ttp tdk bisa. Harus dpt otp tapi gak bisa², tlng dong dibantu, maaf saya kasih 3 bintang. Jika udah oke 7 bintang aku kasih"
2024-11-21 11:15:23,1,"Semakin buruk saja kwalitas nya, sering keluar saat mau transfer, dan tidk ada perbaikan sistem."
2024-11-21 10:57:32,2,"Kenapa ya sekarang2 tiap mau transaksi selalu keluar sendiri, bikin ga nyaman, baru mau ketuk pilih bank dah bug kluar2 sndiri di ulang2 pun ttp ky gitu, dah di riset ulang pun mau coba daptar lagi tth ga berhasil, ap cuma sy aj yg ngalamin ky gini"
2024-11-21 10:50:07,1,"Makin kesini, makin tidak bagus aplikasinya. Saat buka mbanking tiba-tiba keluar sendiri. Tolong diperbaiki"
2024-11-21 10:49:02,1,Tolong segera diperbaiki ya soal bug nya soalnya susah buat tf jadinya
2024-11-21 10:39:53,2,Buruk keluar mulu aplikasi nya
2024-11-21 10:39:41,4,sering keluar sendiri 🤦‍♂️
2024-11-21 10:18:04,1,Kenapa aplikasi nya tidak bisa dipakai. Selalu keluar sendiri.. ????
2024-11-21 10:16:04,1,"APLIKASI NYA KELUAR TERUS KALAU TRANSAKSI ,, SETELAH UPDATE ,,TOLONG DI PERBAIKI LAGI LAH,,BIKIN PUSING AJA APLIKASINYA"
2024-11-21 10:13:16,1,"Aplikasinya keluar terus, udah clear cache, uninstall install tetep aja"
2024-11-21 10:04:09,3,"Mulai gak nyaman karena sering ngebug,,,bikin emosi"
2024-11-21 09:53:25,3,"Mohon diperbaiki lagi, sering sering keluar sendiri pas masuk aplikasi"
2024-11-21 09:51:04,1,Kalo sudah dk biso di pakek lg apuslah dari play store. Ganti ketenangan nyo pindah ke Wonder asu
2024-11-21 09:46:09,5,Hebat
2024-11-21 09:38:21,3,"Interface yg bagus, mudah di gunakan.. namun saat transaksi suka tiba2 bugs . Refresh aps dikit langsung bugs. Mohon di perbaiki"
2024-11-21 09:35:00,1,Aplikasi tiap mau transaksi kluar sendiri gagal terus bikin malu aja Tanya di play store dan bni ig jawabnya instal ulang mungkin memo hpnya ga muat Begitu di instal ulang mau msukin id kluar2 padahal memo msi 17 gb terus ga bisa msuk2 malah nyesel ikutin arahan buat instal ulang
2024-11-21 09:27:54,1,"msh force close mll aplikasinya, reinstall sdh, clear cache sdh, versi android 13, tiap mau kirim kode sms/wa lgsg force close... udh install BNI Wonder tp malah kg ada fitur tarik tunainya.. hadeh.."
2024-11-21 09:23:50,5,Ini kok saya mental trus keluar ya knp
2024-11-21 09:22:11,1,"Ini kenapa sering force close muluu ya kak ? suda ikutin saran dari komen"" untuk instal ulang, clear cache, dll. masih saja force close ?? Terimakasih"
2024-11-21 09:21:13,5,"Pertahankan aplikasi ini ,diwonder kurang nyaman lagi pula kita dah nyaman di aplikasi ini Terima kasih BNI"
2024-11-21 09:18:27,1,Kenapa ni kok keluar sendiri.susah saya transfer meleset kelen.udh bayar bulanan mahal.malah bug sendiri..
2024-11-21 09:16:21,1,"Aplikasinya tiap lagi mau transaksi tiba tiba keluar sendiri terus, bikin lama tiap mau transaksi 🙃 Udah ikut arahan untuk hapus memori, tapi tetep gitu Masa tiap mau transaksi harus banget hapus memori, bukannya mempermudah malah ribet 🙃 Makin kesini makin gabisa dipake, disuruh liat spek hp hapus memori bla bla bla, udah banyak yang bilang apknya suka keluar sendiri malah disuruh upgrade hp, padahal ini juga udah pake spek yang disarankan, saran semua udah diikutin tetep aja error 🥲"
2024-11-21 09:13:58,2,"Dari sekian banyak ulasan terbaru yg saya baca, permasalahan nya semua sama. Saya sempat berfikir apakah masalah di HP saya, ternyata tidak. Sejak update terakhir aplikasi ini jadi sering keluar sendiri, dan itu saaaangaat mengganggu dan fatal. Saya sangat mohon perbaikan nya dari team IT BNI untuk masalah ini. Mohon juga jawaban dari semua pihak yang melaporkan jangan cuma pakai kalimat template yg tidak ada solusi. Saya lebih nyaman dengan aplikasi BNI mobile banking ini dibandingkan Wondr."
2024-11-21 09:05:01,1,Aplikasi eror
2024-11-21 09:01:05,4,Kenapa BNI Mobile saya Alert error Sim
2024-11-21 08:51:54,1,"tolong diperbaiki bugnya, selalu keluar sendiri"
2024-11-21 08:50:46,1,Kemapa ini setiap mau transaksi keluar terus lacau
2024-11-21 08:48:05,1,"Keluar2 terus! sudah hapus cache, hapus data tetap begitu. Malah gabisa buat masuk lagi. Ini aplikasi sebener nya mau di operasikan atau tidak ya?"
2024-11-21 08:45:09,1,Mbanking nya apakah tidak ada perbaikan ya? Mau transfer aja susah banget selalu keluar dari aplikasi
2024-11-21 08:42:26,2,"Keknya ini marketing biar pindah ke wondr ya? Saya pake sebulanan ini sering bug setelah update, masalah cache, memori, sudah dibersihkan dan nggak ngaruh tolong ya segera diperbaiki terimakasih."
2024-11-21 08:41:15,2,"Semakin kesini dan semakin berumur malah semakin tolol ini aplikasi,bukan tambah pinter justru makin bego, sering keluar sendiri 👎👎👎👎👎"
2024-11-21 08:36:06,2,Aplikasi keluar terus.tidak bisa transaksi mohon di perbaiki seger
2024-11-21 08:34:03,1,"Tolong diperbaiki apps nya, krn sdh 5 hari ini saya nggak bisa transaksi, selalu keluar sendiri, ada bug di apps nya, kmdn dicoba uninstall dan install ulang, selalu close saat isi data, kalau mmg blm bisa diperbaiki, coba di rollback ke versi sebelumnya, terima kasih"
2024-11-21 08:29:03,1,semenjak d update malah jd eror kebanyakan bug aplikasinya
2024-11-21 08:19:48,5,Cukup membuat jengkel
2024-11-21 08:19:16,1,Sering nutup sendiri pdhl mau transfer.....tolong diperbaiki
2024-11-21 08:01:29,1,FC Mulu goblog
2024-11-21 07:36:46,1,"Aplikasinya sering eror, sering kluar sendiri tanpa alasan."
2024-11-21 07:29:12,3,"Sering log out sendiri dan banyak bug, uninstall aja ganti bank lain.."
2024-11-21 07:28:46,4,"BNI, mbankingnya knpa ya akhir akhir ini sistemnya selalu ngebug setiap mau tf selalu keluar keluar sendiri jadi khawatir tolong dong biar bisa dipake lagi setiap masuk app selalu tbtb keluar"
2024-11-21 07:21:28,1,Bug trus bug lagi. Ga bisa trx jadinya.
2024-11-21 07:20:57,3,kenapa aplikasinya belum selesai di pakai sudah keluar sendiri
2024-11-21 07:12:05,1,"ada bug, selalu force close"
2024-11-21 07:05:28,1,"Sorry bngt ini ngebug mulu apk nya pdhal udah versi terbaru,bikin ngehambat kegiatan"
2024-11-21 06:54:45,1,"Tolong lah masalah force close aplikasi kalian masa GK diperbaiki, klo gini Cemana org mau mengurusi keuangan mereka jika bank nya aja kayak gini, ini sampe akun ku tekeluar loh, Kalian bagai mana sih"
2024-11-21 06:49:28,1,lemot. perbaiki tuh sistem
2024-11-21 06:36:59,1,"Tolong donk ini bagaimana ,stiap buka aplikasi,dan transaksi selalu bermasalah bug nyaaaa"
2024-11-21 06:22:04,1,"Aplikasi ini menurun kwalitasnya, sering keluar sendiri dari Aplikasi nya"
2024-11-21 06:08:36,4,Karena sering bug keluar otomatis pas lagi mau TF saya kasih bintang 4 dulu nanti kalo sudah lancar bintang 5
2024-11-21 05:47:35,4,Ini kenapa ya setiap buka apk nya atau transaksi selalu keluar sendiri...mohon perbaikan nya
2024-11-21 05:43:53,5,"Sejauh ini penggunaan aplikasi nya lumayan buruk, semoga dengan bintang 5 aplikasi nya segera diperbaiki. Saat ingin melakukan transaksi memasukkan password tiba2 bug apk nya keluar sendiri"
2024-11-21 05:24:00,1,"Tidak bisa transaksi sama sekali, saran saya pakai WONDR by BNI langsung lancar transaksinya"
2024-11-21 05:04:07,1,Sekarang ada bug tiba2 keluar sendiri
2024-11-21 04:27:53,1,"Tolong ya.. meskipun anda punya aplikasi baru, kalau pengguna seperti saya masih suka aplikasi ini tolong tetap di jaga dan jangan diabaikan... Diperbaiki lagi bug nya, jaga pelanggan BNI anda supaya tidak beralih ke bank lain Lama-lama makin cacat, sinyal bagus masih aja mental keluar-keluar sendiri.. ayolah jangan kayak gitu diperbaiki kagi Ah tambah buruk di hapus data jadi gak bisa masuk karena mental keluar Terus, sinyal data bagus pakai wifi juga bagus. Ini memang aplikasinya yang cacat."
2024-11-21 03:42:19,2,"Makin kesini setiap transaksi pasti nge bug, menjengkelkan sekali."
2024-11-21 02:11:51,1,"Nyesel w Update jadi forclose mulu, w ulang sampe 20x pun tetep aja ga bisa transaksi. Udah unistal bersih cache percuma"
2024-11-21 01:50:23,1,malas
2024-11-21 01:27:25,5,Ini kenapa ea apknya suka keluar sendiri mohon di perbaiki lagi ya
2024-11-21 01:19:44,5,Sangam bagus
2024-11-21 00:46:49,1,"MIN KOK SERING FORCE CLOSE YA, BUKA BENTAR LGSG FC, NUNGGU CS JUGA LAMA"
2024-11-21 00:38:31,1,"Ini kenapa ya ko gabisa masuk pas di daftarin mobile nya,,langsung keluar sendiri"
2024-11-21 00:08:32,1,"Tolong di perbaiki lagi dong apk nya,,,, kok di close trus pass masuk 🙏"
2024-11-21 00:00:04,1,Bugnya sangat mengganggu
2024-11-20 23:37:03,3,"Lhah kenapa jadi ngebug gini lagi, parah nihh"
2024-11-20 23:32:58,1,"Aplikasi selalu keluar sendiri, makin lama makin gak enak. Aplikasi selalu keluar sendiri. Sudah hapus chace tetap saja. Makin gak lama makin males"
2024-11-20 23:32:56,1,"Entah apa sekarang, udah gak bisa transaksi token listrik, disuruh download apk lain lagi. Yang harusnya mempermudah malah memperibet."
2024-11-20 22:51:52,1,"Kok bug terus yang ada, sudah saya coba prosedur perbaikan dari ulasan terdahulu, tapi malah aplikasinya keluar terus. Solusinya tidak bekerja sama sekali. Mau transaksi malah jadi terhalang. Daftar aplikasi Wonder, malah kerja dua kali. Untuk para pengembang aplikasi ini tolong segera perbaiki. Sudah banyak pengguna yang protes dari kemarin."
2024-11-20 22:50:49,1,"Selalu bug, beda aplikasi bank sebelah, tidak ada komitmen untuk pelayanan lebih baik. Sudah di uninstall dan sudah dihapus chace tetap aja error 😡"
2024-11-20 22:23:42,1,"Tolong dong diperbaiki yg suka keluar sendiri, heran ga ada kemajuan buat perbaikan sedangkan jelas jelas ada masalah setelah diperbaharui. Nanti balesannya pasti lengkapi data dan lainnya padahal komplen masalah ngebug yg merugikan customer. Adek saya yg mau daftar buka rekening lewat online aja kesel sendiri ama mobile banking ini, yg lain ga ada masalah cm ini aja. Tolonglah diperbaiki, nunggu berhari hari masih aja permasalahannya sama."
2024-11-20 22:16:14,5,"duh gimn sih ini baru buka mau trasfer,transaksi kok tiba² logout keluar sendiri,sebel jd nya"
2024-11-20 21:58:26,1,Susah log on knpa ya padahal id dan password sudah benar email sudah benar knpa ya BNI ribet
2024-11-20 21:54:28,1,Ini gimna sih close sendiri trs udh smpe 10 kali lebih
2024-11-20 21:33:02,1,"Kenapa sering keluar sendiri si, aplikasi lainnya aja nggak ada keluar sendiri"
2024-11-20 21:27:45,1,Aplikasi force close payah sekali sangat mengganggu kinerja
2024-11-20 21:26:59,1,Aplikasi yg skrg baru aja login lsg kluar sndri dan aplikasi ketutup.. begitu2 terus sampai gk bisa transaksi.. tlong di perbaiki donk.. aplikasi bni gk bisa di pakai..padahal dulu sblm update gk ada masalah...skrg malah gk bisa di pakai.. bru login lsg kluar sndri...
2024-11-20 21:26:25,2,"TOLONG PERBAIKI BUG NYA DONG,KENAPA TB TB KOK KELUAR KELUAR SENDIRI PAS UDAH LOG IN"
2024-11-20 21:25:40,4,sepertinya akan beralih ke Wondr by BNI jadi mobile banking ini jadi lalod
2024-11-20 21:24:45,2,Tambah parah.. Pas transaksi keluar sendiri.. Perbaiki lah bug nya jngn suruh pindah aplikasi BNI word atau apalah namanya tp tambah parah
2024-11-20 21:12:06,1,"Update pas mau tf keluar terus,,udah hapus cache, udah uninstal udah donwload lagi gabisa bisa,,gimana nih BNI"
2024-11-20 21:08:24,1,Bug force closenya tolong difix min ngeganggu banget.
2024-11-20 21:06:29,3,Tolong perbaiki aplikasinya. Setiap mau transfer selalu ngebug. Close terus.
2024-11-20 21:04:28,1,"Kenapa jadi sering ngebug gini, forceclosed terus!. Ini gamau diperbaiki ?"
2024-11-20 21:03:48,3,"kenapa ya untuk sekarang² ini, aplikasi nya sering log out sendiri sementara kita belum selesai transaksi. Tolong dibenahi aplikasi, krn sangat menggangu & menghambat transaksi"
2024-11-20 21:03:25,2,Mohon d perbaiki aplikasinya sering eror
2024-11-20 20:56:50,2,Ini gimana aplikasi nya bug bug bug uda hapus instal ulang tetap aja ..tolong perbaiki
2024-11-20 20:50:58,1,sering terkeluar sendiri
2024-11-20 20:43:42,1,"Sebelumnya GK pernah ada kendala, giliran di update aplikasinya, setiap melakukan transaksi keluar sendiri, gawat x bah, bukanny tambah paten malah tambah hancur !!!! Mau melakukan transaksi pn JD takut !!!!"
2024-11-20 20:38:20,1,Aplikasi sering force closed tanpa sebab
2024-11-20 20:37:06,1,"Selalu keluar keluar sendiri,saya sudah lama menggunakan BNI tolong di perbaiki segera ,biar saya kasih Bintang 5 di kemudian hari"
2024-11-20 20:33:01,1,"Parah, saya bertahun2 menggunakan aplikasi ini baik2 aja. Tapi 2 minggu ini jelek banget selalu bug. Sudah banyak yg komplain tp tidak ada perbaikan. Sy cek hp saya memori cache dll baik2 aja. Terlalu banyak alasan tapi tidak ada kemajuan yang membantu nasabah"
2024-11-20 20:32:29,1,"Sering ngebug, jadi tidak bisa digunakan"
2024-11-20 20:29:52,1,"Kenapa ya ko selu close terus, gimana kalo sedang transaksi, bisa bahaya"
2024-11-20 20:26:25,1,Ini kenapa ya ng bug ...ke close terus m banking nya kacau Tolng di perbaiki
2024-11-20 19:53:34,1,"Woi bukan cuman gua, banyak yg komen bermasalah tu, suka keluar sendiri saat transaksi ,, kok gitusih. Yg benerlah"
2024-11-20 19:47:47,1,"Kenapa sekarang aplikasi BNI mobile nge bug, tiba² keluar sendiri, padahal chace hp suda bersih, memori juga tersedia banyak. Padahal hp saya sudah android versi 13. Mohon diperbaiki aplikasinya"
2024-11-20 19:35:58,1,di buat transaksi sering kembali sendiri
2024-11-20 19:30:08,1,mau transfer antar bank ga bisa kenapa nih ?
2024-11-20 19:22:26,1,"1 kata buat aplikasi ini ""JELEK"" sering nge bug"
2024-11-20 19:19:10,1,SERING KELUAR SENDIRI! M BANKING TERJELEK!
2024-11-20 19:13:57,1,Sering keluar sendiri lagi melakukan transaksi sangat mengecewakan
2024-11-20 19:10:38,1,Kurang gercep mengatasi masalah aplikasi yang terdapat BUG nya
2024-11-20 19:06:46,1,"Bugnya tolong diperbaiki, force close terus"
2024-11-20 19:06:15,1,Apk nth kek mana ngebug mulu
2024-11-20 19:06:14,5,Jadi sering nge bug
2024-11-20 18:54:18,1,Sering Log Out sendiri nggak guna
2024-11-20 18:53:42,3,Bantu memperbaiki aplikasi BNI SAYA
2024-11-20 18:51:39,2,"Buruk, transfer gagal terus padahal saldo masih ada. 😡 Memasukan kode transaksi lupa pasword gagal terus, padahl udah bener. Aneh"
2024-11-20 18:42:41,3,Kenapa tiba tiba aplikasi keluar sendiri.. tlong diperbaiki
2024-11-20 18:29:14,1,"Aplikasi bni nge bug parah ,,tolong di perbaikilah"
2024-11-20 18:27:12,5,"Kacau Nih, sudah banyak laporan Bug tapi ga segera di perbaiki"
2024-11-20 18:25:43,3,"Tolong di benerin lah masa keluar keluar sendiri apk nya hadeh,bank padahal"
2024-11-20 18:14:38,1,masa debit kartu saya ga ada
2024-11-20 18:13:46,1,"Kenapa aplikasinya keluar sendiri terus jadi ga bisa transaksi apa, tolong segera di perbaiki karena saya sehari2 transaksi pake mobile banking"
2024-11-20 18:10:19,3,aplikasi sering closing sendiri
2024-11-20 18:05:28,3,Merepotkan ini keluar keluar sendiri
2024-11-20 18:04:28,1,"Aplikasinya sll error, tidak terhubung jaringan, aplikasi keluar sendiri,pdahal jaringan bagus., masih sajaaaa BNI mengalami kemunduran sistem"
2024-11-20 18:03:43,3,tolong pihak bank saya tidak bisa registrasi user ID di aplikasi saya sudah setor tapi selalu tidak bisa melanjutkan proses registrasi user id terimakasih
2024-11-20 17:53:58,2,"Selama ini aman2 aja baru 1 bulan ini , login lancar, tapi kalau mau transaksi langsung auto close aplikasi, langsung keluar sendiri, tolong segera di benahin Note: memori saya sisa banyak, batrai ad, internet lancar Ku ubah bintangnya kalo udah di perbaiki"
2024-11-20 17:49:09,1,Tiap masuk logoout sendiri 10detik
2024-11-20 17:48:38,1,"Parah,, suka keluar sendiri. Udah gk berani lagi pake BNI, bahaya..."
2024-11-20 17:30:04,3,"tolong bni diperbaiki aplikasinya, tiap kali transaksi selalu force close"
2024-11-20 17:30:01,2,Ini Kenapa ya Ko Transfer Kuar masuk terus. Tolong Di perbaiki Dong
2024-11-20 17:29:11,1,"PARAH , APLIKASINYA ERROR, GAGAL LOGIN DAN GA BISA TRANSAKSI KELUAR SENDIRI!!!!!!!!!"
2024-11-20 17:25:03,1,"Suka close tiba"", suruh pindah wondr tapi wondr nya aja dibuka perbaikan terus. Malah jadi error semua."
2024-11-20 17:18:33,3,Tolong dong pihak bni aplikasinya di perbaiki Ngebug trus mau tf
2024-11-20 17:04:06,1,Jaman udah canggih simple ini mah kaya majapait
2024-11-20 16:54:03,1,Udah di refresh udah bersihin memory masih aja keluar tiba-tiba kenapa sih makin buruk apl nya
